date,amount_rm,description
2026-06-08,112.50,CELSIUS COFFEE PUTRAYOW SENG SDN BHD * YSIV2604-0132
2026-06-08,264.00,CELSIUS COFFEE PUTRAYOW SENG SDN BHD * YSIV2605-1765
2026-06-08,112.50,CELSIUS COFFEE PUTRAYOW SENG SDN BHD * YSIV2605-1409
2026-06-08,354.30,CELSIUS COFFEE PUTRAYOW SENG SDN BHD * YSIV2605-0993
2026-06-08,316.90,Celsius Coffee PutraBGS TRADING SDN. BH* KIV260416480
2026-06-08,610.90,Celsius Coffee PutraBGS TRADING SDN. BH* KIV260413335
2026-06-08,316.90,Celsius Coffee PutraBGS TRADING SDN. BH* KIV260416480
2026-06-08,230.00,Celsius Coffee PutraJS BREADSERIE ENTER* SO-00073
2026-06-08,260.00,Celsius Coffee PutraMULTI-WAYS PACKAGIN* Pro.Inv-002193
2026-06-08,610.90,Celsius Coffee PutraBGS TRADING SDN. BH* KIV260407767
2026-06-08,709.90,CELSIUS COFFEE PUTRAYOW SENG SDN BHD * YSIV2605-2255
2026-06-08,680.00,CELSIUS COFFEE PUTRAPXL MARKETING SDN B* 149165
2026-06-08,932.40,CELSIUS COFFEE PUTRAJG PACIFIC FOODS SD* 20060026
2026-06-08,663.80,CELSIUS COFFEE PUTRAYOW SENG SDN BHD * YSIV2605-1932
2026-06-08,316.90,Celsius Coffee Shah BGS TRADING SDN. BH* KIV260416485
2026-06-08,112.50,CELSIUS COFFEE SHAH YOW SENG SDN BHD * YSIV2605-1256
2026-06-08,500.90,CELSIUS COFFEE SHAH YOW SENG SDN BHD * YSIV2605-2161
2026-06-08,316.90,Celsius Coffee Shah BGS TRADING SDN. BH* KIV260403629
2026-06-08,1356.00,CELSIUS COFFEE SHAH DANKOFF SDN BHD * IN60153455
2026-06-08,112.50,CELSIUS COFFEE SHAH YOW SENG SDN BHD * YSIV2605-1685
2026-06-08,610.90,Celsius Coffee Shah BGS TRADING SDN. BH* KIV260407782
2026-06-08,691.20,Celsius Coffee Shah MILK & MOKA MARKETI* IVCT-00011481
2026-06-09,527.70,CELSIUS COFFEE SHAH YOW SENG SDN BHD * YSIV2605-0530
2026-06-09,525.08,CELSIUS COFFEE SHAH YOW SENG SDN BHD * YSIV2605-0930
2026-06-09,904.90,Celsius Coffee Shah BGS TRADING SDN. BH* KIV260413355
2026-06-09,617.25,CELSIUS COFFEE SHAH YOW SENG SDN BHD * YSIV2605-0359
2026-06-09,680.00,CELSIUS COFFEE SHAH PXL MARKETING SDN B* 149166
2026-06-09,383.50,CELSIUS COFFEE SHAH YOW SENG SDN BHD * YSIV2605-1981
2026-06-09,932.90,CELSIUS COFFEE SHAH YOW SENG SDN BHD * YSIV2605-1095
2026-06-09,679.68,CELSIUS COFFEE NILAITMM RESOURCES * 1-14842
2026-06-09,660.80,CELSIUS COFFEE SHAH YOW SENG SDN BHD * YSIV2605-1471
2026-06-09,768.00,Celsius Coffee Shah KUALA LUMPUR FRIED * 00649661
2026-06-09,648.00,Celsius Coffee Shah ARIFF IZHAM BIN ABD* 1111376867
2026-06-09,768.00,Celsius Coffee PutraKUALA LUMPUR FRIED * 00649650
2026-06-09,960.00,Celsius Coffee PutraKUALA LUMPUR FRIED * 0651347
2026-06-09,320.00,Celsius Coffee Shah JS BREADSERIE ENTER* SO-006816
2026-06-10,1703.70,Celsius Coffee TamarCOLLECTIVE PROJECT * IV-02009
2026-06-10,2533.50,Celsius Coffee PutraCOLLECTIVE PROJECT * IV-02019
2026-06-10,255.00,CELSIUS COFFEE PUTRAJIJUS CAKES TO SHAR* IV4528
2026-06-10,280.00,CELSIUS COFFEE PUTRAJIJUS CAKES TO SHAR* IV5100
2026-06-10,490.00,CELSIUS COFFEE PUTRA365EAT FOOD SDN BHD* 365IN2605-0114
2026-06-10,639.00,CELSIUS COFFEE PUTRAARYZTA FOOD SOLUTIO* INV0854467
2026-06-10,490.00,CELSIUS COFFEE SHAH 365EAT FOOD SDN BHD* 365IN2605-0115
2026-06-10,2533.50,Celsius Coffee Shah COLLECTIVE PROJECT * IV-02020
2026-06-10,991.80,CELSIUS COFFEE PUTRADANKOFF SDN BHD * IN600153608
2026-06-11,280.00,CELSIUS COFFEE SHAH JIJUS CAKES TO SHAR* IV5098
2026-06-11,189.30,Celsius Coffee TamarCOLLECTIVE PROJECT * IV-02052
2026-06-11,2122.20,Celsius Coffee TamarCOLLECTIVE PROJECT * IV-02021
2026-06-11,1438.80,CELSIUS COFFEE TAMARJG PACIFIC FOODS SD* 20060025
2026-06-11,331.60,Celsius Coffee TamarGLOBAL COFFEE RESOU* INV-10064804
2026-06-11,66.40,Celsius Coffee TamarGLOBAL COFFEE RESOU* INV-10065078
2026-06-11,345.60,Celsius Coffee Shah MILK & MOKA MARKETI* IVCT-00011559
2026-06-11,325.60,Celsius Coffee Shah GLOBAL COFFEE RESOU* INV-10064214
2026-06-11,235.00,Celsius Coffee Shah COLLECTIVE PROJECT * IV-02051
2026-06-11,519.24,2606111746170899 3774479252 * SHOPEE MOBILE
2026-06-11,281.50,Celsius Coffee PutraCOLLECTIVE PROJECT * IV-02050
2026-06-11,453.20,Celsius Coffee PutraGLOBAL COFFEE RESOU* INV-10064991
2026-06-11,1262.50,CELSIUS COFFEE PUTRAYOW SENG SDN BHD * YSIV2605-1553
2026-06-11,33.20,Celsius Coffee PutraGLOBAL COFFEE RESOU* INV-10065046
2026-06-12,41.40,Celsius Coffee PutraARIFF IZHAM BIN ABD* J0012014610002
2026-06-12,26.80,Celsius Coffee TamarARIFF IZHAM BIN ABD* Z195-TA-365848
2026-06-12,12.50,Celsius Coffee TamarARIFF IZHAM BIN ABD* Z195
2026-06-12,112.50,CELSIUS COFFEE TAMARYOW SENG SDN BHD * YSIV2605-1410
2026-06-12,17.05,Celsius Coffee TamarARIFF IZHAM BIN ABD* C008A06ADF330B
2026-06-12,36.50,Celsius Coffee TamarARIFF IZHAM BIN ABD* CS-0220010
2026-06-12,579.50,CELSIUS COFFEE TAMARDANKOFF SDN BHD * IN600153609
2026-06-12,339.84,CELSIUS COFFEE TAMARTMM RESOURCES * 1-14819
2026-06-12,23.30,Celsius Coffee TamarARIFF IZHAM BIN ABD* Z195-T3-424587
2026-06-12,280.00,CELSIUS COFFEE TAMARJIJUS CAKES TO SHAR* IV5099
2026-06-12,112.50,CELSIUS COFFEE TAMARYOW SENG SDN BHD * INV-0616
2026-06-12,275.00,CELSIUS COFFEE SHAH 365EAT FOOD SDN BHD* 365IN2606-0039
2026-06-12,43.10,Celsius Coffee Shah ARIFF IZHAM BIN ABD* 10150720260604
2026-06-12,37.40,Celsius Coffee Shah ARIFF IZHAM BIN ABD* 10150520260526
2026-06-12,33.00,Celsius Coffee TamarARIFF IZHAM BIN ABD* 9555222602583
2026-06-12,6.40,Celsius Coffee PutraARIFF IZHAM BIN ABD* JGC1261491Q6Q1
2026-06-12,28.45,Celsius Coffee PutraARIFF IZHAM BIN ABD* 021641886217
2026-06-12,18.60,Celsius Coffee PutraARIFF IZHAM BIN ABD* 1012
2026-06-12,23.30,Celsius Coffee PutraARIFF IZHAM BIN ABD* CS-0221123
2026-06-12,95.10,Celsius Coffee PutraARIFF IZHAM BIN ABD* GB220520261603
2026-06-12,4.90,Celsius Coffee PutraARIFF IZHAM BIN ABD* 5211
2026-06-12,248.00,CELSIUS COFFEE PUTRABLANCOZ SDN BHD * 26-0552
2026-06-12,7.80,Celsius Coffee PutraARIFF IZHAM BIN ABD* JGC12614914601
2026-06-12,679.68,CELSIUS COFFEE PUTRATMM RESOURCES * 1-14891
2026-06-12,4.40,Celsius Coffee PutraARIFF IZHAM BIN ABD* JGC12614712004
2026-06-12,7.80,Celsius Coffee PutraARIFF IZHAM BIN ABD* JGC12614712601
2026-06-12,50.10,Celsius Coffee PutraARIFF IZHAM BIN ABD* JG120151526026
2026-06-12,490.00,CELSIUS COFFEE PUTRA365EAT FOOD SDN BHD* 365IN2606-0033
2026-06-12,30.00,Celsius Coffee PutraARIFF IZHAM BIN ABD* 12259
2026-06-12,8.50,Celsius Coffee PutraARIFF IZHAM BIN ABD* 8973725
2026-06-12,10.00,Celsius Coffee PutraARIFF IZHAM BIN ABD* 07039
2026-06-12,8.10,Celsius Coffee PutraARIFF IZHAM BIN ABD* JnG12615013602
2026-06-12,27.80,Celsius Coffee PutraARIFF IZHAM BIN ABD* 20260531TNGDMY
2026-06-12,40.00,Celsius Coffee PutraARIFF IZHAM BIN ABD* QR75080534
2026-06-12,39.00,Celsius Coffee PutraARIFF IZHAM BIN ABD* CS-0220859
2026-06-12,15.55,Celsius Coffee Shah ARIFF IZHAM BIN ABD* F78112EBDC2FB7
2026-06-12,20.30,Celsius Coffee Shah ARIFF IZHAM BIN ABD* 35080180514739
2026-06-12,248.00,CELSIUS COFFEE SHAH BLANCOZ SDN BHD * 26-0559
2026-06-12,13.40,Celsius Coffee Shah ARIFF IZHAM BIN ABD* 350466
2026-06-12,7.00,Celsius Coffee Shah ARIFF IZHAM BIN ABD* CSS13-00019988
2026-06-12,29.00,Celsius Coffee Shah ARIFF IZHAM BIN ABD* 35060601881238
2026-06-12,432.00,Celsius Coffee Shah MILK & MOKA MARKETI* IVCT-00011606
2026-06-12,30.00,Celsius Coffee NilaiARIFF IZHAM BIN ABD* 176579149
2026-06-12,50.40,Celsius Coffee Shah ARIFF IZHAM BIN ABD* 314821339/102/
2026-06-12,67.00,Celsius Coffee PutraARIFF IZHAM BIN ABD* A-9CGL3WGWWPMD
2026-06-12,20.00,Celsius Coffee PutraARIFF IZHAM BIN ABD* 07028
2026-06-13,594.72,CELSIUS COFFEE TAMARTMM RESOURCES * 1-14890
2026-06-13,316.90,Celsius Coffee TamarBGS TRADING SDN. BH* KIV260403622
2026-06-13,275.00,CELSIUS COFFEE TAMARJIJUS CAKES TO SHAR* IV4529
2026-06-14,490.00,CELSIUS COFFEE TAMAR365EAT FOOD SDN BHD* 365IN2606-0034
2026-06-14,465.00,CELSIUS COFFEE TAMARPXL MARKETING SDN B* 149160
2026-06-14,610.90,Celsius Coffee TamarBGS TRADING SDN. BH* KIV260413350
2026-06-15,133.00,CELSIUS COFFEE TAMARYOW SENG SDN BHD * YSIV2605-0465
2026-06-15,304.55,CELSIUS COFFEE TAMARYOW SENG SDN BHD * YSIV2605-1549
2026-06-15,222.50,CELSIUS COFFEE TAMARYOW SENG SDN BHD * YSIV2605-0994
2026-06-15,247.00,CELSIUS COFFEE TAMARYOW SENG SDN BHD * YSIV2605-0806
2026-06-15,359.15,CELSIUS COFFEE TAMARYOW SENG SDN BHD * YSIV2605-0246
2026-06-15,610.90,Celsius Coffee TamarBGS TRADING SDN. BH* KIV260407777
2026-06-16,181.00,Celsius Coffee Shah ARIFF IZHAM BIN ABD* F26060751
2026-06-16,64.80,Celsius Coffee TamarARIFF IZHAM BIN ABD* 610384
2026-06-16,13.00,Celsius Coffee TamarARIFF IZHAM BIN ABD* 14916026060819
2026-06-16,20.30,Celsius Coffee TamarARIFF IZHAM BIN ABD* 000VTS-P050006
2026-06-16,45.80,Celsius Coffee TamarARIFF IZHAM BIN ABD* CS-02220601
2026-06-16,181.00,Celsius Coffee TamarARIFF IZHAM BIN ABD* F26060752
2026-06-16,40.00,Celsius Coffee TamarARIFF IZHAM BIN ABD* 35132354338721
2026-06-16,17.30,Celsius Coffee TamarARIFF IZHAM BIN ABD* 000VTS-P060061
2026-06-16,12.90,Celsius Coffee TamarARIFF IZHAM BIN ABD* 000VTS-P080006
2026-06-16,594.72,CELSIUS COFFEE PUTRATMM RESOURCES * 1-14965
2026-06-16,13.60,Celsius Coffee PutraARIFF IZHAM BIN ABD* 35124199349345
2026-06-16,924.00,Celsius Coffee PutraNYC TREATS RESOURCE* 1204
2026-06-16,320.00,Celsius Coffee PutraARIFF IZHAM BIN ABD* SO-00625
2026-06-16,181.00,Celsius Coffee PutraARIFF IZHAM BIN ABD* F26060753
2026-06-16,248.00,CELSIUS COFFEE PUTRABLANCOZ SDN BHD * 26-0578
2026-06-16,2533.50,Celsius Coffee PutraCOLLECTIVE PROJECT * JV-02033
2026-06-16,49.40,Celsius Coffee PutraARIFF IZHAM BIN ABD* JRE12615517601
2026-06-16,107.00,Celsius Coffee PutraARIFF IZHAM BIN ABD* C5-02222072
2026-06-16,20.70,Celsius Coffee PutraARIFF IZHAM BIN ABD* 200301017231
2026-06-16,820.90,CELSIUS COFFEE PUTRAJG PACIFIC FOODS SD* 26060322
2026-06-16,181.00,Celsius Coffee PutraARIFF IZHAM BIN ABD* F26060753
2026-06-16,13.90,Celsius Coffee PutraARIFF IZHAM BIN ABD* T2-202597-2026
2026-06-16,50.70,Celsius Coffee PutraARIFF IZHAM BIN ABD* C5-0222025
2026-06-16,682.08,CELSIUS COFFEE PUTRAPASTRY WORLD SDN. B* SO2606/2118
2026-06-16,23.30,Celsius Coffee PutraARIFF IZHAM BIN ABD* CS-0221123A
2026-06-16,37.35,Celsius Coffee PutraARIFF IZHAM BIN ABD* 620412503Q
2026-06-16,8.90,Celsius Coffee PutraARIFF IZHAM BIN ABD* PIO23026070092
2026-06-16,3.00,Celsius Coffee PutraARIFF IZHAM BIN ABD* 000216
2026-06-16,50.70,Celsius Coffee PutraARIFF IZHAM BIN ABD* C5-0222025
2026-06-16,75.00,Celsius Coffee PutraARIFF IZHAM BIN ABD* B3CS-00049433
2026-06-16,118.00,Celsius Coffee PutraJS BREADSERIE ENTER* JRC12015915002
2026-06-16,455.00,CELSIUS COFFEE PUTRAJIJUS CAKES TO SHAR* IV5152
2026-06-16,13.80,Celsius Coffee PutraARIFF IZHAM BIN ABD* 95660310900069
2026-06-16,7.00,Celsius Coffee PutraARIFF IZHAM BIN ABD* 5211a
2026-06-16,8.90,Celsius Coffee PutraARIFF IZHAM BIN ABD* 9557240147503C
2026-06-16,67.05,Celsius Coffee Shah ARIFF IZHAM BIN ABD* H0290320260605
2026-06-16,124.20,Celsius Coffee NilaiARIFF IZHAM BIN ABD* CS-0222063
2026-06-16,148.00,CELSIUS COFFEE SHAH BLANCOZ SDN BHD * 26-0579
2026-06-16,21.60,Celsius Coffee Shah ARIFF IZHAM BIN ABD* 35117096769475
2026-06-16,768.00,CELSIUS COFFEE SHAH KUALA LUMPUR FRIED * 00652052
2026-06-16,47.20,Celsius Coffee Shah ARIFF IZHAM BIN ABD* 7DBDEBB31F4865
2026-06-16,490.00,CELSIUS COFFEE SHAH 365EAT FOOD SDN BHD* 365IN2606-0003
2026-06-16,4.80,Celsius Coffee Shah ARIFF IZHAM BIN ABD* CS10431366
2026-06-16,25.10,Celsius Coffee NilaiARIFF IZHAM BIN ABD* 35117034825142
2026-06-16,24.00,Celsius Coffee NilaiARIFF IZHAM BIN ABD* 35153984644293
2026-06-16,19.40,Celsius Coffee TamarARIFF IZHAM BIN ABD* 35146240644530
2026-06-16,100.50,Celsius Coffee TamarARIFF IZHAM BIN ABD* CS-0221838
2026-06-16,639.00,CELSIUS COFFEE SHAH ARYZTA FOOD SOLUTIO* INV0856306
2026-06-16,170.95,Celsius Coffee Shah ARIFF IZHAM BIN ABD* SAS97026060901
2026-06-16,46.60,Celsius Coffee Shah ARIFF IZHAM BIN ABD* 00187202C90600
2026-06-16,103.95,Celsius Coffee Shah ARIFF IZHAM BIN ABD* SAS90620260605
2026-06-16,15.30,Celsius Coffee Shah ARIFF IZHAM BIN ABD* 314821345/102/
2026-06-16,280.00,CELSIUS COFFEE SHAH JIJUS CAKES TO SHAR* IV5150
2026-06-16,85.80,Celsius Coffee Shah ARIFF IZHAM BIN ABD* H0290322606080
2026-06-16,149.60,Celsius Coffee Shah ARIFF IZHAM BIN ABD* CSS13-00020277
2026-06-16,341.04,CELSIUS COFFEE SHAH PASTRY WORLD SDN. B* SO2606/2117
2026-06-16,4.17,Celsius Coffee Shah ARIFF IZHAM BIN ABD* 1907-97394
2026-06-16,173.00,Celsius Coffee NilaiARIFF IZHAM BIN ABD* HQ-0164848
2026-06-17,1696.50,Celsius Coffee Shah COLLECTIVE PROJECT * IV-02035
2026-06-17,455.00,CELSIUS COFFEE TAMARJIJUS CAKES TO SHAR* IV5151
2026-06-17,34.60,Celsius Coffee PutraARIFF IZHAM BIN ABD* 35146418552309
2026-06-17,861.80,CELSIUS COFFEE TAMARJG PACIFIC FOODS SD* 26060324
2026-06-17,571.34,CELSIUS COFFEE TAMARYOW SENG SDN BHD * YSIV2605-2236
2026-06-17,320.00,Celsius Coffee TamarJS BREADSERIE ENTER* SO-00626
2026-06-17,27.90,Celsius Coffee TamarARIFF IZHAM BIN ABD* 135403
2026-06-17,320.00,Celsius Coffee Shah JS BREADSERIE ENTER* SO-00624
2026-06-17,504.00,Celsius Coffee Shah MILK & MOKA MARKETI* IVCT-00010301
2026-06-17,873.00,Celsius Coffee NilaiCOLLECTIVE PROJECT * IV-02037
2026-06-17,432.00,Celsius Coffee Shah MILK & MOKA MARKETI* IVCT-00011704
2026-06-17,583.80,Celsius Coffee PutraPTS FOOD DISTRIBUTI* PF26060192
2026-06-17,960.00,CELSIUS COFFEE PUTRAKUALA LUMPUR FRIED * 00652530
2026-06-17,350.00,Celsius Coffee TamarARIFF IZHAM BIN ABD* ep_inv_2068
2026-06-17,248.00,CELSIUS COFFEE TAMARBLANCOZ SDN BHD * 26-0580
2026-06-17,309.38,CELSIUS COFFEE TAMARYOW SENG SDN BHD * YSIY2605-1931
2026-06-18,518.70,Celsius Coffee ShahPTS FOOD DISTRIBUTI* PF26060193
2026-06-18,1703.70,Celsius Coffee TamarCOLLECTIVE PROJECT * IV-02036
2026-06-18,1000.00,CELSIUS COFFEE SHAH JG PACIFIC FOODS SD* 26060325
2026-06-19,432.00,Celsius Coffee Shah MILK & MOKA MARKETI* INV-0906
2026-06-19,490.00,CELSIUS COFFEE SHAH 365EAT FOOD SDN BHD* 365IN2606-0062
2026-06-19,894.00,Celsius Coffee Shah NYC TREATS RESOURCE* 1206
2026-06-19,490.00,CELSIUS COFFEE PUTRA365EAT FOOD SDN BHD* 365IN2606-0061
2026-06-19,375.00,CELSIUS COFFEE TAMAR365EAT FOOD SDN BHD* 365IN2606-0063
2026-06-19,594.72,CELSIUS COFFEE PUTRATMM RESOURCES * KIV260605796
2026-06-20,424.80,CELSIUS COFFEE TAMARTMM RESOURCES * 1-14997
2026-06-22,946.80,Celsius Coffee PutraRICH PRODUCTS (MALA* RTPM-SO115435
2026-06-22,455.00,CELSIUS COFFEE PUTRAJIJUS CAKES TO SHAR* IV5195
2026-06-22,675.00,CELSIUS COFFEE PUTRABEARD BROTHERS MEAT* INV2606/007
2026-06-22,455.00,CELSIUS COFFEE TAMARJIJUS CAKES TO SHAR* IV5194
2026-06-22,675.80,CELSIUS COFFEE TAMARBEARD BROTHERS MEAT* INV2606/008
2026-06-22,860.00,Celsius Coffee PutraERUL FOOD INDUSTRIE* INV-2509314
2026-06-22,667.70,CELSIUS COFFEE SHAH BEARD BROTHERS MEAT* INV2606/009
2026-06-22,285.00,Celsius Coffee Shah NYC TREATS RESOURCE* 1210
2026-06-22,235.00,CELSIUS COFFEE SHAH PXL MARKETING SDN B* 149824
2026-06-22,440.00,Celsius Coffee Shah ERUL FOOD INDUSTRIE* INV-2509315
2026-06-22,280.00,CELSIUS COFFEE SHAH JIJUS CAKES TO SHAR* IV5193
2026-06-22,890.00,CELSIUS COFFEE SHAH EIGHTY EIGHT FAHREN* I-10774
2026-06-22,631.20,Celsius Coffee Shah RICH PRODUCTS (MALA* RTPM-SO115437
2026-06-22,281.50,Celsius Coffee PutraCOLLECTIVE PROJECT * IV-02070
2026-06-22,1068.00,CELSIUS COFFEE PUTRAEIGHTY EIGHT FAHREN* I-10773
2026-06-22,924.00,Celsius Coffee PutraNYC TREATS RESOURCE* 1209
2026-06-23,237.74,Celsius Coffee PutraARIFF IZHAM BIN ABD* SPWMS202606028
2026-06-23,75.60,Celsius Coffee PutraARIFF IZHAM BIN ABD* 260606C4NRH9PA
2026-06-23,14.85,Celsius Coffee PutraARIFF IZHAM BIN ABD* 260606C42BQUM7
2026-06-23,25.51,Celsius Coffee PutraARIFF IZHAM BIN ABD* 260530RGHRYHUD
2026-06-23,44.10,Celsius Coffee PutraARIFF IZHAM BIN ABD* 260608HT2MANHN
2026-06-23,29.70,Celsius Coffee PutraARIFF IZHAM BIN ABD* 260607F18H50WK
2026-06-23,311.00,Celsius Coffee PutraARIFF IZHAM BIN ABD* QT-07812
2026-06-23,128.85,Celsius Coffee PutraARIFF IZHAM BIN ABD* 260525B45HJFKJ
2026-06-23,14.85,Celsius Coffee Shah ARIFF IZHAM BIN ABD* 260606C40FKYUY
2026-06-23,173.34,Celsius Coffee Shah ARIFF IZHAM BIN ABD* 260607F03XYDQM
2026-06-23,235.00,Celsius Coffee Shah COLLECTIVE PROJECT * IV-02069
2026-06-23,40.00,Celsius Coffee Shah ARIFF IZHAM BIN ABD* 260606C4XQK8G4
2026-06-23,14.80,Celsius Coffee Shah ARIFF IZHAM BIN ABD* 314821348/102/
2026-06-23,173.00,Celsius Coffee NilaiARIFF IZHAM BIN ABD* HQ-0184848
2026-06-23,28.20,Celsius Coffee Shah ARIFF IZHAM BIN ABD* INV-2001
2026-06-23,75.60,Celsius Coffee Shah ARIFF IZHAM BIN ABD* 260606C4QSD7HF
2026-06-23,71.25,Celsius Coffee Shah ARIFF IZHAM BIN ABD* H0290420260610
2026-06-23,40.74,Celsius Coffee Shah ARIFF IZHAM BIN ABD* 260606CR8AK07D
2026-06-23,39.62,Celsius Coffee Shah ARIFF IZHAM BIN ABD* 260606C5H9QFEW
2026-06-23,135.17,Celsius Coffee Shah ARIFF IZHAM BIN ABD* 260607F2GE3AER
2026-06-23,34.30,Celsius Coffee Shah ARIFF IZHAM BIN ABD* W2SS1202606100
2026-06-23,47.40,Celsius Coffee Shah ARIFF IZHAM BIN ABD* 260606C49CU53D
2026-06-23,181.00,CELSIUS COFFEE SHAH CATELUX ENTERPRISE * F26062348
2026-06-23,475.35,Celsius Coffee Shah BGS TRADING SDN. BH* KIV260605796
2026-06-23,92.20,Celsius Coffee Shah ARIFF IZHAM BIN ABD* 260601VJVJSVQ5
2026-06-23,2.35,Celsius Coffee Shah ARIFF IZHAM BIN ABD* H0290720260610
2026-06-23,36.40,Celsius Coffee PutraARIFF IZHAM BIN ABD* 260606C5FHHE0N
2026-06-23,18.30,Celsius Coffee PutraARIFF IZHAM BIN ABD* JGCI2616413002
2026-06-23,32.00,Celsius Coffee PutraARIFF IZHAM BIN ABD* PIOI2202606200
2026-06-23,769.35,Celsius Coffee PutraBGS TRADING SDN. BH* MY20200693
2026-06-23,120.76,Celsius Coffee PutraARIFF IZHAM BIN ABD* 260525B43KHXWE
2026-06-23,30.16,Celsius Coffee PutraARIFF IZHAM BIN ABD* 260608HTW7YRRP
2026-06-23,738.00,Celsius Coffee TamarCARRIE COFFEE ROAST* INV-2026-0002
2026-06-23,863.00,Celsius Coffee TamarNYC TREATS RESOURCE* 1205
2026-06-23,679.68,CELSIUS COFFEE TAMARTMM RESOURCES * 1-15054
2026-06-23,38.00,Celsius Coffee PutraARIFF IZHAM BIN ABD* 260606C4W8WNW0
2026-06-23,173.34,Celsius Coffee PutraARIFF IZHAM BIN ABD* 260607F026PD2U
2026-06-23,8.00,Celsius Coffee PutraARIFF IZHAM BIN ABD* 087684733Q
2026-06-23,47.40,Celsius Coffee PutraARIFF IZHAM BIN ABD* 260606C48F7FWE
2026-06-23,42.30,Celsius Coffee PutraARIFF IZHAM BIN ABD* JGCI2616413002
2026-06-23,43.48,Celsius Coffee PutraARIFF IZHAM BIN ABD* 260529MR5D8SY2
2026-06-23,509.76,CELSIUS COFFEE PUTRATMM RESOURCES * 1-15053
2026-06-23,68.18,Celsius Coffee PutraARIFF IZHAM BIN ABD* 260607F0V89AG4
2026-06-23,132.00,CELSIUS COFFEE PUTRACOOKER LAND HOTEL &* QT-07841
2026-06-24,15.20,Celsius Coffee TamarARIFF IZHAM BIN ABD* 35168530010233
2026-06-24,14.85,Celsius Coffee TamarARIFF IZHAM BIN ABD* 260606C3X855SA
2026-06-24,338.00,CELSIUS COFFEE TAMARUNIQUE PAPER SDN. B* INU-26-22276
2026-06-24,478.00,CELSIUS COFFEE SHAH UNIQUE PAPER SDN. B* INU-26-22273
2026-06-24,235.00,Celsius Coffee Shah COLLECTIVE PROJECT * IV-02073
2026-06-24,642.00,CELSIUS COFFEE SHAH UNIQUE PAPER SDN. B* INU-26-21292
2026-06-24,82.50,CELSIUS COFFEE PUTRAUNIQUE PAPER SDN. B* INU-26-21439
2026-06-24,423.00,CELSIUS COFFEE TAMARUNIQUE PAPER SDN. B* INU-26-21298
2026-06-24,73.80,Celsius Coffee TamarARIFF IZHAM BIN ABD* 260606C4HCBSUR
2026-06-24,15.90,Celsius Coffee TamarARIFF IZHAM BIN ABD* 000VTS-P080006
2026-06-24,228.00,CELSIUS COFFEE PUTRAUNIQUE PAPER SDN. B* INU-26-21279
2026-06-24,281.50,Celsius Coffee PutraCOLLECTIVE PROJECT * IV-02072
2026-06-24,173.34,Celsius Coffee TamarARIFF IZHAM BIN ABD* 260607EYYUE0QP
2026-06-24,29.12,Celsius Coffee TamarARIFF IZHAM BIN ABD* 260606C5D0FQFG
2026-06-24,229.38,Celsius Coffee TamarARIFF IZHAM BIN ABD* 260607F2E7GWA8
2026-06-24,49.00,ARIFF IZHAM BIN ABD* CS-0222302
2026-06-24,217.00,"Celsius Coffee TamarARIFF IZHAM BIN ABD* CS-0222496,822"
2026-06-24,985.50,CELSIUS COFFEE PUTRAUNIQUE PAPER SDN. B* INU-26-22278
2026-06-24,385.00,CELSIUS COFFEE SHAH UNIQUE PAPER SDN. B* INU-26-21417
2026-06-24,345.60,Celsius Coffee Shah MILK & MOKA MARKETI* IVCT-00011858
2026-06-24,863.00,CELSIUS COFFEE SHAH UNIQUE PAPER SDN. B* INU-26-21802
2026-06-24,47.40,Celsius Coffee TamarARIFF IZHAM BIN ABD* CS-0222372
2026-06-24,38.00,Celsius Coffee TamarARIFF IZHAM BIN ABD* 260606C4UKH70R
2026-06-24,44.90,Celsius Coffee TamarARIFF IZHAM BIN ABD* 260606C46WKYDB
2026-06-24,8.00,Celsius Coffee TamarARIFF IZHAM BIN ABD* CS-0222177
2026-06-24,189.30,Celsius Coffee TamarCOLLECTIVE PROJECT * IV-02074
2026-06-24,189.30,Celsius Coffee TamarCOLLECTIVE PROJECT * IV-02071
2026-06-24,17.90,Celsius Coffee TamarARIFF IZHAM BIN ABD* OOOVTS-P080006
2026-06-25,526.00,CELSIUS COFFEE SHAH BEST MARKETING & DI* IV-730990
2026-06-25,97.00,Celsius Coffee NilaiCOLLECTIVE PROJECT * IV-02075
2026-06-25,1269.00,"CELSIUS COFFEE SHAH COUNTRY BREAD BAKER* INV-006438, 00"
2026-06-25,307.20,CELSIUS COFFEE SHAH BEST MARKETING & DI* IV-721722
2026-06-25,706.40,CELSIUS COFFEE SHAH JG PACIFIC FOODS SD* 26060798
2026-06-25,275.05,CELSIUS COFFEE SHAH BEST MARKETING & DI* IV-725220
2026-06-25,252.40,CELSIUS COFFEE SHAH BEST MARKETING & DI* IV721612
2026-06-25,623.20,CELSIUS COFFEE PUTRABEST MARKETING & DI* IV731644
2026-06-25,169.70,CELSIUS COFFEE PUTRABEST MARKETING & DI* IV-722O19
2026-06-25,426.00,Celsius Coffee PutraARYZTA FOOD SOLUTIO* INV0858446
2026-06-25,93.00,"CELSIUS COFFEE PUTRABEST MARKETING & DI* IV-733666, 724"
2026-06-25,615.00,CELSIUS COFFEE PUTRAPXL MARKETING SDN B* 150076
2026-06-25,1180.50,"CELSIUS COFFEE TAMARCOUNTRY BREAD BAKER* INV-006510, 00"
